year,accountant,acrobat,actor,actress,administrator,admiral,advertiser,adviser,airman,alderman,ambassador,analyst,animator,announcer,anthropologist,apprentice,archaeologist,architect,armed guard,artisan,artist,astrologer,astronaut,astronomer,attorney,attorney general,auditor,author,aviator,babysitter,bailiff,baker,ballerina,bank manager,banker,barber,bard,barmaid,barman,barrister,bartender,baseball player,basketball player,bass player,biologist,bishop,blaster,bobby,bodyguard,bookie,bookkeeper,border patrol,bouncer,bounty hunter,bowler,boxer,boy scout,breeder,brewer,broker,builder,bus driver,butcher,butler,cab driver,cadet,cameraman,captain,cardiologist,caretaker,carpenter,carrier,cashier,ceo,chairman,chamberlain,chancellor,chaplain,char,chauffeur,chef,chemist,chief,chief constable,chief executive,chief of staff,chiropractor,choreographer,cinematographer,cleaner,cleaning lady,clergyman,cleric,clerk,coach,coachman,cobbler,columnist,comedian,comic,commandant,commander,commander in chief,commanding officer,commando,commentator,commissioner,composer,concierge,conductor,confessor,congressman,congresswoman,constable,construction worker,consultant,contractor,cook,cop,coroner,corporal,correspondent,councillor,councilman,counsel,counsellor,courier,cowboy,craftsman,crew member,crewman,critic,curator,custodian,cutler,cutter,dancer,dci,deacon,dealer,dean,decorator,defense attorney,delivery boy,dentist,department head,deputy,designer,detective,developer,digger,director,dispatcher,distributor,district attorney,diver,dj,doctor,doorman,driver,druid,drummer,dry cleaner,economist,editor,educator,electrician,engineer,english teacher,errand boy,escort,estate agent,examiner,executive,exorcist,exterminator,farmer,fiddler,field marshal,film director,film star,filmmaker,firefighter,fireman,fisher,fisherman,flight attendant,florist,foot soldier,football player,footballer,foreign minister,foreman,fortune teller,gardener,gendarme,general,general manager,geologist,girl scout,gold digger,golfer,governess,governor,gp,grader,grocer,groom,grower,guard,guidance counselor,guide,guitar player,guitarist,gunner,gymnast,gynecologist,gypsy,hacker,hairdresser,harper,hatter,headmaster,headmistress,healer,high priest,historian,hockey player,home secretary,homicide detective,hostess,housemaid,hunter,huntsman,iceman,imam,innkeeper,inspector,instructor,interpreter,investigator,jailer,janitor,jester,jeweller,jockey,journalist,judge,justice,keeper,laborer,labourer,lama,lawyer,lecturer,librarian,lieutenant,lifeguard,lifesaver,lobbyist,locksmith,lumberjack,magician,magistrate,maid,mailman,major,manager,managing director,mannequin,manufacturer,marine,marshall,mason,masseur,masseuse,masterchef,mathematician,mayor,md,mechanic,medic,medical examiner,medical officer,merchant,messenger,midwife,milkman,miller,miner,minister,minstrel,missionary,mistress,monk,monsignor,movie star,music teacher,musician,musketeer,nanny,navigator,navy seal,neurologist,neurosurgeon,night watchman,notary,novelist,nun,nurse,officer,oncologist,operative,operator,padre,painter,paralegal,paramedic,parole officer,parson,pastor,pathologist,patrol,peddler,pediatrician,personal assistant,petty officer,pharmacist,photographer,physician,physicist,pianist,piano player,pilot,piper,pitcher,plastic surgeon,playwright,plumber,po,poet,police,police chief,police commissioner,police force,police officer,policeman,policewoman,porn star,porter,posse,postman,potter,preacher,prefect,president,president of the united states,priest,priestess,principal,prior,prison guard,private detective,private eye,private investigator,probation officer,proctor,producer,production designer,professor,programmer,prosecutor,psychiatrist,psychologist,public defender,public prosecutor,publicist,publisher,puppeteer,rabbi,raiser,ranger,rapper,real estate agent,realtor,receptionist,recruiter,rector,referee,registrar,repairman,reporter,representative,researcher,retailer,reverend,rock star,rocker,runner,sailor,salesman,school teacher,scientist,scout,scribe,sculptor,seal,seaman,seamstress,secret agent,secret police,secretary,secretary of state,security guard,security officer,senator,sergeant,sergeant major,shaman,shepherd,sheriff,sherlock,shoemaker,shopkeeper,showgirl,singer,sitter,skater,sketch artist,skier,skipper,sniper,soccer player,social worker,soldier,solicitor,songwriter,soprano,spokesman,spokesperson,spotter,spy,ss,staff sergeant,state trooper,steward,stewardess,stockbroker,stripper,stylist,superintendent,supermodel,surfer,surgeon,surveyor,sweeper,swimmer,tailor,teacher,technician,teller,tester,therapist,tour guide,trader,trainer,translator,trapper,travel agent,treasurer,trooper,truck driver,trucker,tutor,typist,understudy,undertaker,up person,usher,valet,vendor,ventriloquist,veterinarian,vicar,vice president,viceroy,violinist,vocalist,waiter,waitress,warden,watcher,watchman,weatherman,weaver,wedding planner,wingman,witch doctor,wrestler,writer
1950,1.3941744660311796e-05,5.288247974601026e-06,2.9806488584114876e-05,2.3556740977768204e-05,5.288247974601026e-06,1.2980245028566155e-05,4.807498158728205e-07,4.807498158728205e-06,4.807498158728205e-07,9.61499631745641e-07,9.61499631745641e-07,9.61499631745641e-07,0.0,1.922999263491282e-06,0.0,2.4037490793641024e-06,4.807498158728205e-07,6.730497422219488e-06,0.0,4.807498158728205e-07,3.99022347174441e-05,1.4422494476184616e-06,0.0,1.4422494476184616e-06,3.172948784760616e-05,3.326440210009258e-06,2.884498895236923e-06,9.61499631745641e-06,0.0,4.807498158728205e-07,9.61499631745641e-07,1.682624355554872e-05,4.807498158728205e-07,0.0,1.0095746133329232e-05,9.61499631745641e-06,0.0,9.61499631745641e-07,4.807498158728205e-07,0.0,8.653496685710767e-06,1.663220105004629e-06,5.544067016682098e-07,0.0,0.0,1.3460994844438976e-05,0.0,5.288247974601026e-06,1.4422494476184616e-06,1.0576495949202052e-05,5.768997790473846e-06,1.663220105004629e-06,1.4422494476184616e-06,0.0,0.0,1.4422494476184616e-06,1.1088134033364196e-06,4.807498158728205e-07,0.0,6.730497422219488e-06,4.807498158728205e-07,1.663220105004629e-06,6.249747606346668e-06,5.768997790473846e-06,3.326440210009258e-06,1.7306993371421535e-05,2.4037490793641024e-06,0.0002600856503871,0.0,4.807498158728205e-07,1.922999263491282e-06,9.61499631745641e-07,5.288247974601026e-06,0.0,1.4422494476184616e-05,0.0,2.8844988952369227e-06,9.61499631745641e-07,4.807498158728205e-07,1.0095746133329232e-05,3.365248711109744e-06,1.7306993371421538e-05,0.0,0.0,0.0,1.3087420698410206e-06,0.0,0.0,0.0,2.884498895236923e-06,1.663220105004629e-06,0.0,0.0,1.5383994107930253e-05,7.691997053965128e-06,3.365248711109744e-06,4.807498158728205e-07,1.922999263491282e-06,4.807498158728205e-06,1.922999263491282e-06,1.1537995580947693e-05,1.8268493003167185e-05,0.0,5.5440670166820985e-06,4.807498158728205e-07,4.807498158728205e-07,2.4998990425386663e-05,4.3267483428553845e-06,1.4422494476184616e-06,4.3267483428553845e-06,0.0,1.0095746133329232e-05,0.0,5.288247974601026e-06,0.0,1.922999263491282e-06,3.845998526982564e-06,2.4998990425386663e-05,9.278471446345437e-05,1.0095746133329232e-05,1.8268493003167185e-05,5.768997790473846e-06,0.0,0.0,1.4422494476184616e-05,5.768997790473846e-06,2.4037490793641024e-06,1.3460994844438976e-05,1.922999263491282e-06,5.544067016682098e-07,0.0,4.3267483428553845e-06,0.0,9.61499631745641e-07,0.0,0.0,1.7306993371421535e-05,0.0,4.807498158728205e-07,4.3267483428553845e-06,2.4037490793641024e-06,1.4422494476184616e-06,1.1088134033364196e-06,0.0,2.884498895236923e-06,3.326440210009258e-06,1.586474392380308e-05,1.4422494476184616e-06,3.653698600633435e-05,0.0,0.0,3.413323692697025e-05,3.845998526982564e-06,0.0,4.989660315013888e-05,4.3267483428553845e-06,9.61499631745641e-07,0.00074083546626,3.365248711109744e-06,2.884498895236923e-06,0.0,2.4037490793641024e-06,0.0,0.0,1.778774318729436e-05,4.807498158728205e-07,2.4037490793641024e-06,1.0095746133329232e-05,5.544067016682098e-07,0.0,6.249747606346667e-06,5.544067016682098e-07,1.4422494476184616e-06,3.845998526982564e-06,0.0,0.0,1.778774318729436e-05,3.365248711109744e-06,0.0,0.0,0.0,4.807498158728205e-07,0.0,5.288247974601026e-06,1.922999263491282e-06,5.768997790473846e-06,0.0,9.61499631745641e-07,5.544067016682098e-07,1.1088134033364196e-06,4.807498158728205e-07,0.0,7.211247238092308e-06,1.1088134033364196e-06,9.61499631745641e-07,9.61499631745641e-07,0.000109610958019,2.217626806672839e-06,1.4422494476184616e-06,0.0,0.0,0.0,4.807498158728205e-06,3.942148490157128e-05,4.807498158728205e-07,0.0,1.4422494476184616e-06,1.4422494476184616e-06,0.0,4.9517231034900514e-05,0.0,4.807498158728205e-06,5.544067016682098e-07,9.61499631745641e-07,6.730497422219488e-06,0.0,0.0,4.3267483428553845e-06,0.0,4.807498158728205e-06,9.61499631745641e-07,0.0,2.4037490793641024e-06,0.0,0.0,4.435253613345678e-06,1.4422494476184616e-06,1.1088134033364196e-06,0.0,5.544067016682098e-07,2.4037490793641024e-06,0.0,7.691997053965128e-06,4.807498158728205e-07,0.0,0.0,6.730497422219488e-06,4.615198232379077e-05,9.61499631745641e-07,0.0,2.8844988952369227e-06,1.4422494476184616e-06,4.3267483428553845e-06,0.0,4.3267483428553845e-06,1.0576495949202052e-05,9.134246501583593e-06,6.922797348568615e-05,6.249747606346668e-06,5.288247974601026e-06,0.0,4.807498158728205e-07,8.653496685710767e-06,8.461196759361642e-05,4.807498158728205e-07,3.365248711109744e-06,0.0001711469344507,2.4037490793641024e-06,4.807498158728205e-07,9.61499631745641e-07,4.807498158728205e-07,9.61499631745641e-07,7.211247238092308e-06,9.61499631745641e-07,3.845998526982564e-05,2.884498895236923e-06,3.509473655871589e-05,3.365248711109743e-05,5.544067016682098e-07,9.61499631745641e-07,1.4422494476184616e-06,3.3652487111097435e-06,5.192098011426463e-05,9.61499631745641e-07,0.0,0.0,0.0,0.0,1.3460994844438976e-05,0.0,7.691997053965128e-06,9.61499631745641e-07,5.544067016682098e-07,5.544067016682098e-07,6.249747606346668e-06,9.61499631745641e-06,9.61499631745641e-07,2.884498895236923e-06,9.61499631745641e-07,3.845998526982564e-06,2.932573876824205e-05,4.807498158728205e-07,2.884498895236923e-06,2.4037490793641024e-06,4.3267483428553845e-06,0.0,8.316100525023147e-06,1.1088134033364196e-06,1.0576495949202052e-05,1.1057245765074872e-05,1.4422494476184616e-06,0.0,0.0,0.0,0.0,2.217626806672839e-06,2.4037490793641024e-06,1.4422494476184616e-06,2.4037490793641024e-06,4.2305983796808215e-05,9.855371225392824e-05,0.0,4.807498158728205e-07,4.038298453331692e-05,2.4037490793641024e-06,8.172746869837949e-06,0.0,0.0,2.772033508341049e-06,3.749848563808e-05,9.61499631745641e-07,0.0,0.0,8.172746869837949e-06,0.0,0.0,0.0,0.0,3.365248711109744e-06,3.845998526982564e-06,5.288247974601026e-06,3.845998526982564e-06,2.772033508341049e-06,1.6345493739675894e-05,1.4422494476184616e-06,2.884498895236923e-06,0.0,6.730497422219488e-06,3.365248711109744e-06,0.0,2.3556740977768204e-05,0.0003120066305014,0.0,1.663220105004629e-06,3.880846911677469e-06,1.0533727331695987e-05,3.509473655871589e-05,0.0,0.0,1.1537995580947693e-05,1.4903244292057436e-05,2.884498895236923e-06,4.807498158728205e-07,4.807498158728205e-06,4.807498158728205e-07,3.942148490157128e-05,4.808681786444519e-06,3.124873803173334e-05,1.4422494476184616e-06,3.365248711109744e-06,0.0,0.0,1.663220105004629e-06,0.0,5.544067016682098e-07,0.0,4.807498158728205e-07,1.2980245028566154e-05,0.0,9.85537122539282e-05,0.0,6.730497422219488e-06,1.2980245028566155e-05,4.807498158728205e-06,0.0,0.0,0.0,3.3652487111097435e-06,0.0,0.0,4.807498158728205e-07,3.845998526982564e-06,0.0,0.0,0.0,4.807498158728205e-07,4.807498158728205e-07,1.4422494476184616e-06,9.61499631745641e-07,4.807498158728205e-07,9.61499631745641e-07,2.1152991898404104e-05,2.8844988952369227e-06,4.807498158728205e-07,4.807498158728205e-07,7.211247238092308e-06,0.0,0.0,2.4037490793641024e-06,2.0191492266658463e-05,9.134246501583593e-06,7.207287121686727e-06,1.4903244292057436e-05,8.172746869837949e-06,4.807498158728205e-07,0.0,9.61499631745641e-07,1.8268493003167185e-05,6.730497422219488e-06,0.0,2.772033508341049e-06,2.3075991161895385e-05,1.3087420698410206e-06,0.0,1.663220105004629e-06,1.6826243555548723e-05,9.951521188567384e-05,3.880846911677469e-06,0.0,1.2018745396820511e-05,7.643922072377847e-05,1.0576495949202052e-05,9.61499631745641e-07,9.61499631745641e-07,0.0,2.4037490793641022e-05,9.61499631745641e-07,0.0,0.0,0.0,7.691997053965128e-06,4.807498158728205e-07,0.0,0.0,8.172746869837949e-05,1.4422494476184616e-06,4.3267483428553845e-06,4.807498158728205e-07,4.807498158728205e-07,0.0,9.61499631745641e-07,1.9710742450785645e-05,4.807498158728205e-07,5.544067016682098e-07,0.0,3.845998526982564e-06,0.0,0.0,0.0,0.0,9.61499631745641e-06,0.0,0.0,5.288247974601026e-06,1.4422494476184616e-06,2.884498895236923e-06,0.0,2.4037490793641024e-06,3.124873803173333e-05,1.4422494476184616e-06,9.61499631745641e-07,0.0,0.0,0.0,1.1537995580947693e-05,2.4037490793641024e-06,0.0,0.0,0.0,1.4422494476184616e-06,1.3941744660311796e-05,3.880846911677469e-06,0.0,4.807498158728205e-07,6.249747606346668e-06,1.1537995580947693e-05,1.4422494476184616e-06,5.544067016682098e-07,9.61499631745641e-07,4.807498158728205e-07,4.807498158728205e-07,2.4037490793641024e-06,8.653496685710767e-06,1.1057245765074872e-05,2.772033508341049e-06,0.0,9.61499631745641e-07,0.0,3.605623619046154e-05,2.884498895236923e-06,2.4998990425386663e-05,0.0,9.134246501583593e-06,9.61499631745641e-07,2.4037490793641024e-06,0.0,0.0,1.1088134033364196e-06,1.0095746133329232e-05,2.2114491530149745e-05
1951,2.912382430761748e-06,4.853970717936247e-07,2.3299059446093984e-05,1.6018103369189613e-05,9.707941435872491e-07,1.941588287174499e-05,0.0,1.456191215380874e-06,0.0,4.853970717936247e-07,2.426985358968124e-06,0.0,0.0,5.824764861523495e-06,0.0,3.3977795025553727e-06,0.0,9.22254436407887e-06,5.596221431289594e-07,9.707941435872491e-07,5.776225154344134e-05,1.456191215380874e-06,0.0,9.707941435872491e-07,2.4269853589681235e-05,1.1192442862579187e-06,0.0,2.912382430761748e-06,9.707941435872491e-07,1.456191215380874e-06,9.707941435872491e-07,1.0678735579459744e-05,4.853970717936248e-06,1.1192442862579187e-06,3.3977795025553727e-06,1.1649529723046992e-05,4.853970717936247e-07,9.707941435872491e-07,9.707941435872491e-07,0.0,5.824764861523496e-06,1.1192442862579187e-06,0.0,0.0,0.0,1.844508872815774e-05,0.0,2.038667701533224e-05,1.456191215380874e-06,3.8831765743489965e-06,1.9415882871744987e-06,0.0,0.0,0.0,0.0,9.707941435872491e-07,4.476977145031675e-06,0.0,4.853970717936247e-07,3.3977795025553727e-06,2.426985358968124e-06,1.1192442862579187e-06,1.0678735579459744e-05,8.737147292285244e-06,3.917355001902715e-06,4.368573646142622e-06,2.426985358968124e-06,0.0003659893921323,0.0,1.9415882871744987e-06,2.378445651788761e-05,4.853970717936247e-07,3.3977795025553727e-06,4.853970717936247e-07,8.737147292285244e-06,4.853970717936247e-07,4.368573646142622e-06,1.9415882871744987e-06,0.0,2.912382430761748e-06,1.3105720938427869e-05,5.339367789729872e-06,2.426985358968124e-06,0.0,0.0,1.3203490210602271e-06,0.0,1.456191215380874e-06,0.0,4.853970717936247e-06,5.596221431289594e-07,4.853970717936247e-07,4.853970717936247e-07,1.6018103369189613e-05,2.4269853589681232e-05,9.707941435872491e-07,4.853970717936247e-07,4.853970717936247e-07,2.912382430761748e-06,9.707941435872491e-07,1.9415882871744987e-06,5.7276854471647706e-05,6.601745105301136e-07,2.798110715644797e-06,3.3977795025553727e-06,4.853970717936247e-07,2.184286823071311e-05,4.368573646142622e-06,5.339367789729871e-06,6.31016193331712e-06,0.0,9.707941435872491e-07,0.0,7.766353148697995e-06,0.0,0.0,3.3977795025553727e-06,1.6988897512776864e-05,8.979845828182057e-05,6.310161933317121e-06,3.009461845120473e-05,4.853970717936247e-07,3.883176574348997e-06,4.853970717936247e-07,6.310161933317121e-06,1.019333850766612e-05,4.368573646142622e-06,8.251750220491619e-06,9.707941435872491e-07,0.0,0.0,2.426985358968124e-06,0.0,0.0,0.0,9.707941435872491e-07,3.106541259479198e-05,0.0,0.0,1.1164132651253368e-05,1.0678735579459744e-05,1.456191215380874e-06,0.0,0.0,6.795559005110745e-06,0.0,1.1649529723046992e-05,9.707941435872492e-06,3.73755745281091e-05,0.0,2.426985358968124e-06,3.54339862409346e-05,2.426985358968124e-06,0.0,3.525619501712444e-05,2.912382430761748e-06,0.0,0.0006494612820598,1.456191215380874e-06,2.426985358968124e-06,0.0,1.456191215380874e-06,0.0,9.707941435872491e-07,1.019333850766612e-05,9.707941435872491e-07,3.3977795025553727e-06,1.8930485799951363e-05,0.0,5.596221431289594e-07,6.795559005110745e-06,0.0,1.456191215380874e-06,3.8831765743489965e-06,0.0,0.0,2.5240647733268483e-05,1.456191215380874e-06,1.3990553578223985e-05,5.596221431289594e-07,7.83471000380543e-06,0.0,0.0,2.912382430761748e-06,3.8831765743489965e-06,1.2134926794840618e-05,0.0,1.456191215380874e-06,5.596221431289594e-07,4.476977145031675e-06,0.0,5.596221431289594e-07,6.310161933317121e-06,1.6788664293868785e-06,2.426985358968124e-06,6.310161933317121e-06,9.22254436407887e-05,5.596221431289594e-07,0.0,0.0,1.1192442862579187e-06,9.707941435872491e-07,3.3977795025553727e-06,4.32003393896326e-05,0.0,9.707941435872491e-07,1.456191215380874e-06,0.0,4.853970717936247e-07,3.34923979537601e-05,0.0,1.9415882871744987e-06,5.596221431289594e-07,0.0,4.853970717936248e-06,4.853970717936247e-07,4.853970717936247e-07,1.456191215380874e-06,0.0,4.853970717936247e-07,1.456191215380874e-06,4.853970717936247e-07,2.3299059446093984e-05,0.0,1.9415882871744987e-06,5.596221431289594e-07,4.853970717936247e-07,0.0,0.0,5.596221431289594e-07,1.456191215380874e-06,9.707941435872491e-07,7.766353148697995e-06,0.0,0.0,0.0,1.456191215380874e-06,2.8638427235823853e-05,1.456191215380874e-06,1.9415882871744987e-06,1.456191215380874e-06,1.9415882871744987e-06,2.426985358968124e-06,4.853970717936247e-07,2.912382430761748e-06,1.456191215380874e-06,1.9415882871744987e-06,8.397369342029706e-05,3.3977795025553727e-06,3.883176574348997e-06,2.912382430761748e-06,1.456191215380874e-06,0.0,7.038257541007559e-05,0.0,0.0,0.000181053107779,3.8831765743489965e-06,0.0,0.0,9.707941435872491e-07,0.0,5.339367789729871e-06,1.019333850766612e-05,3.93171628152836e-05,3.3977795025553727e-06,4.951050132294972e-05,3.3977795025553735e-05,5.596221431289594e-07,4.853970717936247e-07,2.912382430761748e-06,2.3299059446093984e-05,1.844508872815774e-05,4.853970717936247e-07,4.853970717936247e-07,0.0,0.0,9.707941435872491e-07,1.650350044098324e-05,0.0,6.795559005110745e-06,1.359111801022149e-05,5.596221431289594e-07,0.0,1.8930485799951363e-05,1.553270629739599e-05,9.707941435872491e-07,1.456191215380874e-06,9.707941435872491e-07,1.456191215380874e-06,2.4269853589681232e-05,4.853970717936247e-07,9.707941435872491e-07,4.368573646142622e-06,1.1649529723046992e-05,1.6018103369189613e-05,3.917355001902715e-06,0.0,1.4076515082015116e-05,4.853970717936247e-07,5.339367789729871e-06,9.707941435872491e-07,0.0,0.0,0.0,5.596221431289594e-07,6.310161933317121e-06,9.707941435872491e-07,1.6988897512776864e-05,3.106541259479198e-05,0.000115039106015,0.0,9.707941435872491e-07,2.7667633092236605e-05,6.310161933317121e-06,1.2134926794840616e-05,0.0,0.0,3.357732858773757e-06,2.426985358968124e-06,2.572604480506211e-05,0.0,1.456191215380874e-06,3.8831765743489965e-06,4.853970717936247e-07,0.0,0.0,8.737147292285244e-06,1.7474294584570488e-05,4.368573646142622e-06,2.426985358968124e-06,4.853970717936248e-06,2.238488572515837e-06,1.7474294584570488e-05,4.853970717936247e-07,2.426985358968124e-06,5.596221431289594e-07,1.456191215380874e-06,3.8831765743489965e-06,4.853970717936247e-07,1.359111801022149e-05,0.0001854216814251,1.1192442862579187e-06,5.596221431289594e-07,3.357732858773757e-06,1.6788664293868785e-06,2.2328265302506736e-05,4.853970717936247e-07,5.596221431289594e-07,2.426985358968124e-06,3.3977795025553727e-06,9.707941435872491e-07,5.824764861523496e-06,3.3977795025553727e-06,4.853970717936247e-07,6.892638419469472e-05,5.79014767771652e-06,4.51419276768071e-05,9.707941435872491e-07,1.019333850766612e-05,0.0,0.0,2.798110715644797e-06,1.6788664293868785e-06,0.0,0.0,0.0,1.2134926794840618e-05,1.6788664293868785e-06,0.0001728013575585,0.0,1.1164132651253368e-05,2.912382430761748e-06,4.368573646142622e-06,0.0,1.1192442862579187e-06,4.853970717936247e-07,2.912382430761748e-06,0.0,2.912382430761748e-06,0.0,8.251750220491619e-06,0.0,0.0,0.0,0.0,0.0,1.844508872815774e-05,1.9415882871744987e-06,9.707941435872491e-07,0.0,2.1357471158919485e-05,2.912382430761748e-06,0.0,0.0,9.22254436407887e-06,0.0,0.0,4.853970717936247e-06,2.426985358968124e-05,1.4076515082015116e-05,5.036599288160634e-06,2.038667701533224e-05,9.707941435872492e-06,0.0,4.853970717936248e-06,4.853970717936247e-07,3.3977795025553727e-06,9.707941435872491e-07,5.596221431289594e-07,0.0,2.038667701533224e-05,1.3203490210602271e-06,0.0,0.0,1.1164132651253368e-05,8.785686999464607e-05,1.6788664293868785e-06,0.0,9.707941435872492e-06,6.552860469213934e-05,9.707941435872491e-07,0.0,1.456191215380874e-06,4.853970717936247e-07,1.262032386663424e-05,1.4561912153808738e-06,0.0,0.0,0.0,6.3101619333171215e-06,2.912382430761748e-06,0.0,5.596221431289594e-07,9.41670319279632e-05,1.9415882871744987e-06,2.912382430761748e-06,0.0,4.853970717936247e-07,0.0,0.0,1.553270629739599e-05,3.8831765743489965e-06,0.0,0.0,5.339367789729871e-06,2.912382430761748e-06,0.0,1.456191215380874e-06,4.853970717936247e-07,5.339367789729871e-06,0.0,0.0,1.0678735579459744e-05,2.912382430761748e-06,9.22254436407887e-06,2.426985358968124e-06,5.339367789729871e-06,5.776225154344134e-05,1.456191215380874e-06,9.707941435872491e-07,0.0,0.0,1.1192442862579187e-06,3.3977795025553727e-06,3.3977795025553727e-06,4.853970717936247e-07,1.9415882871744987e-06,0.0,4.853970717936247e-07,6.31016193331712e-06,5.036599288160634e-06,0.0,3.3977795025553727e-06,2.426985358968124e-06,0.0,7.280956076904372e-06,1.6788664293868785e-06,0.0,3.8831765743489965e-06,6.310161933317121e-06,4.853970717936247e-07,4.368573646142622e-06,1.456191215380874e-06,4.476977145031675e-06,9.707941435872491e-07,4.853970717936247e-07,0.0,2.038667701533224e-05,1.456191215380874e-06,3.3977795025553727e-06,9.707941435872491e-07,6.310161933317121e-06,0.0,9.707941435872491e-07,0.0,4.853970717936247e-07,1.6788664293868785e-06,1.456191215380874e-06,2.038667701533224e-05
