code,title,sense,original
29-1051,pharmaceutical chemist,pharmacologist.n.01,pharmaceutical_chemist
29-1051,registered pharmacist,register.v.10 pharmacist.n.01,registered_pharmacist
29-1051,hospital pharmacist,hospital.n.02 pharmacist.n.01,hospital_pharmacist
29-1051,clinical pharmacist,clinical.s.02 pharmacist.n.01,clinical_pharmacist
29-1051,chemist,pharmacist.n.01,chemist
29-1051,pharmacist,pharmacist.n.01,pharmacist
29-1051,pharmacist,pharmacist.n.01,pharmacists
29-1051,druggist,pharmacist.n.01,druggist
29-1051,pill pusher,pharmacist.n.01,pill_pusher
29-1071,attender,attendant.n.01,attender
29-1071,attendant,attendant.n.01,attendant
29-1071,dental assistant,dental_assistant.n.01,dental_assistant
29-1071,lieutenant,deputy.n.02,lieutenant
29-1071,actor 's s assistant,dresser.n.03,actor's_assistant
29-1071,event planner,event_planner.n.01,event_planner
29-1071,physician assistant,doctor.n.01 assistant.n.01,physician_assistants
29-1071,aide,aide.n.02,aide
29-1071,hatchet man,hatchet_man.n.02,hatchet_man
29-1071,labor coach,labor_coach.n.01,labor_coach
29-1071,birthing coach,labor_coach.n.01,birthing_coach
29-1071,fashion model,mannequin.n.01,fashion_model
29-1071,facilitator,facilitator.n.01,facilitator
29-1071,enforcer,hatchet_man.n.02,enforcer
29-1071,radiology practitioner assistant,radioscopy.n.01 practitioner.n.01 assistant.n.01,radiology_practitioner_assistant
29-1071,pediatric physician assistant,pediatric.a.01 doctor.n.01 assistant.n.01,pediatric_physician_assistant
29-1071,anesthesiologist assistant,anesthesiologist.n.01 assistant.n.01,anesthesiologist_assistant
29-1071,certified physician 's s assistant,certified.s.03 doctor.n.01 assistant.n.01,certified_physician's_assistant
29-1071,paraprofessional,paraprofessional.n.01,paraprofessional
29-1071,theater prompter,prompter.n.01,theater_prompter
29-1071,family practice physician assistant,syndicate.n.01 practice.n.05 doctor.n.01 assistant.n.01,family_practice_physician_assistant
29-1071,orthopaedic physician assistant,orthopedic.a.01 doctor.n.01 assistant.n.01,orthopaedic_physician_assistant
29-1071,assistant,assistant.n.01,assistant
29-1071,prompter,prompter.n.01,prompter
29-1071,secretarial assistant,secretary.n.02,secretarial_assistant
29-1071,sidesman,sidesman.n.01,sidesman
29-1071,subordinate,subordinate.n.01,subordinate
29-1071,foot soldier,subordinate.n.01,foot_soldier
29-1071,whipper - in,whipper-in.n.01,whipper-in
29-1071,orthopedic physician assistant,orthopedic.a.01 doctor.n.01 assistant.n.01,orthopedic_physician_assistant
29-1071,secretary,secretary.n.02,secretary
29-1071,chief assistant,right-hand_man.n.01,chief_assistant
29-1081,medical specialist,specialist.n.02,medical_specialist
29-1081,cosmetic surgeon,cosmetic_surgeon.n.01,cosmetic_surgeon
29-1081,primary care physician,primary_care_physician.n.01,primary_care_physician
29-1081,houseman,intern.n.01,houseman
29-1081,house physician,house_physician.n.01,house_physician
29-1081,specialist,specialist.n.02,specialist
29-1081,veterinary surgeon,veterinarian.n.01,veterinary_surgeon
29-1081,veterinarian,veterinarian.n.01,veterinarian
29-1081,plastic surgeon,cosmetic_surgeon.n.01,plastic_surgeon
29-1081,resident physician,house_physician.n.01,resident_physician
29-1081,general practitioner,general_practitioner.n.01,general_practitioner
29-1081,neurosurgeon,neurosurgeon.n.01,neurosurgeon
29-1081,brain surgeon,neurosurgeon.n.01,brain_surgeon
29-1081,medico,doctor.n.01,medico
29-1081,gastroenterologist,gastroenterologist.n.01,gastroenterologist
29-1081,angiologist,angiologist.n.01,angiologist
29-1081,allergist,allergist.n.01,allergist
29-1081,surgeon,surgeon.n.01,surgeon
29-1081,operating surgeon,surgeon.n.01,operating_surgeon
29-1081,orthopaedist,orthopedist.n.01,orthopaedist
29-1081,orthopedist,orthopedist.n.01,orthopedist
29-1081,dr .,doctor.n.01,dr.
29-1081,md,doctor.n.01,md
29-1081,podiatric physician,doctor.n.01,podiatric_physician
29-1081,physician,doctor.n.01,physician
29-1081,medical extern,extern.n.01,medical_extern
29-1081,doc,doctor.n.01,doc
29-1081,doctor,doctor.n.01,doctor
29-1081,foot orthopedist,metrical_foot.n.01 orthopedist.n.01,foot_orthopedist
29-1081,chiropodist,chiropodist.n.01,chiropodist
29-1081,podiatrist,chiropodist.n.01,podiatrists
29-1081,foot and ankle surgeon,foot.n.01 ankle.n.01 surgeon.n.01,foot_and_ankle_surgeon
29-1081,doctor of podiatric medicine,doctor_of_the_church.n.01 music.n.05,doctor_of_podiatric_medicine
29-1081,foot doctor,chiropodist.n.01,foot_doctor
29-1081,podiatrist,chiropodist.n.01,podiatrist
29-1081,orthopedic podiatrist,orthopedic.a.01 chiropodist.n.01,orthopedic_podiatrist
29-1122,physiotherapist,physical_therapist.n.01,physiotherapist
29-1122,physical therapist,physical_therapist.n.01,physical_therapist
29-1122,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1122,speech therapist,speech_therapist.n.01,speech_therapist
29-1122,herbalist,herbalist.n.01,herbalist
29-1122,electrotherapist,electrotherapist.n.01,electrotherapist
29-1122,chiropractor,chiropractor.n.01,chiropractor
29-1122,therapist,therapist.n.01,therapist
29-1122,registered occupational therapist,register.v.10 occupational.a.01 therapist.n.01,registered_occupational_therapist
29-1122,occupational therapist,occupational.a.01 therapist.n.01,occupational_therapists
29-1122,occupational therapist,occupational.a.01 therapist.n.01,occupational_therapist
29-1122,herb doctor,herbalist.n.01,herb_doctor
29-1122,curandera,curandera.n.01,curandera
29-1123,curandera,curandera.n.01,curandera
29-1123,speech therapist,speech_therapist.n.01,speech_therapist
29-1123,therapist,therapist.n.01,therapist
29-1123,sport physical therapist,sport.n.01 physical.s.07 therapist.n.01,sports_physical_therapist
29-1123,physiotherapist,physical_therapist.n.01,physiotherapist
29-1123,physical therapist,physical_therapist.n.01,physical_therapist
29-1123,physical therapist,physical_therapist.n.01,physical_therapists
29-1123,cardiopulmonary physical therapist,cardiopulmonary.a.01 physical.s.07 therapist.n.01,cardiopulmonary_physical_therapist
29-1123,orthopedic physical therapist,orthopedic.a.01 physical.s.07 therapist.n.01,orthopedic_physical_therapist
29-1123,massager,massager.n.01,massager
29-1123,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1123,herbalist,herbalist.n.01,herbalist
29-1123,herb doctor,herbalist.n.01,herb_doctor
29-1123,electrotherapist,electrotherapist.n.01,electrotherapist
29-1123,chiropractor,chiropractor.n.01,chiropractor
29-1123,pediatric physical therapist,pediatric.a.01 physical.s.07 therapist.n.01,pediatric_physical_therapist
29-1124,physiotherapist,physical_therapist.n.01,physiotherapist
29-1124,radiation therapy technologist,radiotherapy.n.01 therapy.n.01 engineer.n.01,radiation_therapy_technologist
29-1124,therapist,therapist.n.01,therapist
29-1124,chiropractor,chiropractor.n.01,chiropractor
29-1124,curandera,curandera.n.01,curandera
29-1124,electrotherapist,electrotherapist.n.01,electrotherapist
29-1124,herb doctor,herbalist.n.01,herb_doctor
29-1124,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1124,herbalist,herbalist.n.01,herbalist
29-1124,physical therapist,physical_therapist.n.01,physical_therapist
29-1124,speech therapist,speech_therapist.n.01,speech_therapist
29-1125,heart surgeon,cardiologist.n.01,heart_surgeon
29-1125,heart specialist,cardiologist.n.01,heart_specialist
29-1125,therapeutic recreation specialist,therapeutic.a.02 refreshment.n.02 specialist.n.02,therapeutic_recreation_specialist
29-1125,drama therapist,play.n.01 therapist.n.01,drama_therapist
29-1125,certified recreational therapist,license.v.01 recreational.a.01 therapist.n.01,certified_recreational_therapist
29-1125,recreational therapist,recreational.a.01 therapist.n.01,recreational_therapists
29-1125,woman 's s doctor,gynecologist.n.01,woman's_doctor
29-1125,gerontologist,gerontologist.n.01,gerontologist
29-1125,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
29-1125,otolaryngologist,ent_man.n.01,otolaryngologist
29-1125,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
29-1125,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
29-1125,endocrinologist,endocrinologist.n.01,endocrinologist
29-1125,embryologist,embryologist.n.01,embryologist
29-1125,otologist,ear_doctor.n.01,otologist
29-1125,ear doctor,ear_doctor.n.01,ear_doctor
29-1125,ear specialist,ear_doctor.n.01,ear_specialist
29-1125,diplomate,diplomate.n.01,diplomate
29-1125,diagnostician,diagnostician.n.01,diagnostician
29-1125,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1125,dermatologist,dermatologist.n.01,dermatologist
29-1125,podiatrist,chiropodist.n.01,podiatrist
29-1125,foot doctor,chiropodist.n.01,foot_doctor
29-1125,chiropodist,chiropodist.n.01,chiropodist
29-1125,cardiologist,cardiologist.n.01,cardiologist
29-1125,hematologist,hematologist.n.01,hematologist
29-1125,medical specialist,specialist.n.02,medical_specialist
29-1125,haematologist,hematologist.n.01,haematologist
29-1125,specialist,specialist.n.02,specialist
29-1125,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1125,physical therapist,physical_therapist.n.01,physical_therapist
29-1125,physiotherapist,physical_therapist.n.01,physiotherapist
29-1125,herbalist,herbalist.n.01,herbalist
29-1125,herb doctor,herbalist.n.01,herb_doctor
29-1125,electrotherapist,electrotherapist.n.01,electrotherapist
29-1125,gynecologist,gynecologist.n.01,gynecologist
29-1125,curandera,curandera.n.01,curandera
29-1125,chiropractor,chiropractor.n.01,chiropractor
29-1125,urologist,urologist.n.01,urologist
29-1125,rheumatologist,rheumatologist.n.01,rheumatologist
29-1125,radiotherapist,radiologist.n.01,radiotherapist
29-1125,anesthetist,anesthesiologist.n.01,anesthetist
29-1125,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1125,pediatrician,baby_doctor.n.01,pediatrician
29-1125,baby doctor,baby_doctor.n.01,baby_doctor
29-1125,radiologist,radiologist.n.01,radiologist
29-1125,radiographer,radiographer.n.01,radiographer
29-1125,psychiatrist,psychiatrist.n.01,psychiatrist
29-1125,proctologist,proctologist.n.01,proctologist
29-1125,orthoptist,orthoptist.n.01,orthoptist
29-1125,orthopaedist,orthopedist.n.01,orthopaedist
29-1125,orthopedist,orthopedist.n.01,orthopedist
29-1125,ophthalmologist,ophthalmologist.n.01,ophthalmologist
29-1125,therapist,therapist.n.01,therapist
29-1125,hygienist,hygienist.n.01,hygienist
29-1125,pathologist,diagnostician.n.01,pathologist
29-1125,speech therapist,speech_therapist.n.01,speech_therapist
29-1125,neurologist,neurologist.n.01,neurologist
29-1125,brain doctor,neurologist.n.01,brain_doctor
29-1125,obstetrician,obstetrician.n.01,obstetrician
29-1125,accoucheur,obstetrician.n.01,accoucheur
29-1125,oncologist,oncologist.n.01,oncologist
29-1125,eye doctor,ophthalmologist.n.01,eye_doctor
29-1126,respiratory therapist,respiratory.a.01 therapist.n.01,respiratory_therapist
29-1126,therapist,therapist.n.01,therapist
29-1126,curandera,curandera.n.01,curandera
29-1126,respiratory therapist,respiratory.a.01 therapist.n.01,respiratory_therapists
29-1126,certified respiratory therapist,certified.s.03 respiratory.a.01 therapist.n.01,certified_respiratory_therapist
29-1126,electrotherapist,electrotherapist.n.01,electrotherapist
29-1126,speech therapist,speech_therapist.n.01,speech_therapist
29-1126,oxygen therapist,oxygen.n.01 therapist.n.01,oxygen_therapist
29-1126,inhalation therapist,inhalation.n.01 therapist.n.01,inhalation_therapist
29-1126,crooke tube,crookes_tube.n.01,crookes_tube
29-1126,herb doctor,herbalist.n.01,herb_doctor
29-1126,herbalist,herbalist.n.01,herbalist
29-1126,physiotherapist,physical_therapist.n.01,physiotherapist
29-1126,physical therapist,physical_therapist.n.01,physical_therapist
29-1126,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1126,chiropractor,chiropractor.n.01,chiropractor
29-1126,registered respiratory therapist,registered.s.03 respiratory.a.01 therapist.n.01,registered_respiratory_therapist
29-1127,public school speech therapist,public.s.02 school.n.07 speech.n.04 therapist.n.01,public_school_speech_therapist
29-1127,diagnostician,diagnostician.n.01,diagnostician
29-1127,speech - language pathologist,diagnostician.n.01,speech-language_pathologists
29-1127,therapist,therapist.n.01,therapist
29-1127,clinician,clinician.n.01,clinician
29-1127,speech therapist,speech_therapist.n.01,speech_therapist
29-1127,speech pathologist,speech.n.04 diagnostician.n.01,speech_pathologist
29-1127,speech clinician,speech.n.04 clinician.n.01,speech_clinician
29-1127,pathologist,diagnostician.n.01,pathologist
29-1127,etiologist,etiologist.n.01,etiologist
29-1127,public school speech clinician,public.s.02 school.n.07 speech.n.04 clinician.n.01,public_school_speech_clinician
29-1127,curandera,curandera.n.01,curandera
29-1127,electrotherapist,electrotherapist.n.01,electrotherapist
29-1127,herb doctor,herbalist.n.01,herb_doctor
29-1127,herbalist,herbalist.n.01,herbalist
29-1127,physiotherapist,physical_therapist.n.01,physiotherapist
29-1127,physical therapist,physical_therapist.n.01,physical_therapist
29-1127,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1127,chiropractor,chiropractor.n.01,chiropractor
29-1128,applied exercise physiologist,use.v.01 use.n.01 physiologist.n.01,applied_exercise_physiologist
29-1128,exercise physiologist,use.n.01 physiologist.n.01,exercise_physiologists
29-1128,physiologist,physiologist.n.01,physiologist
29-1128,kinesiotherapist,,kinesiotherapist
29-1128,clinical exercise physiologist,clinical.s.02 use.n.01 physiologist.n.01,clinical_exercise_physiologist
29-1129,electrotherapist,electrotherapist.n.01,electrotherapist
29-1129,curandera,curandera.n.01,curandera
29-1129,herb doctor,herbalist.n.01,herb_doctor
29-1129,chiropractor,chiropractor.n.01,chiropractor
29-1129,physiotherapist,physical_therapist.n.01,physiotherapist
29-1129,music therapist,music.n.05 therapist.n.01,music_therapist
29-1129,physical therapist,physical_therapist.n.01,physical_therapist
29-1129,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1129,speech therapist,speech_therapist.n.01,speech_therapist
29-1129,herbalist,herbalist.n.01,herbalist
29-1129,educational therapist,educational.s.02 therapist.n.01,educational_therapist
29-1129,hydrotherapist,,hydrotherapist
29-1129,"therapist , all other",therapist.n.01,"therapists,_all_other"
29-1129,peripatologist,,peripatologist
29-1129,art therapist,artwork.n.01 therapist.n.01,art_therapist
29-1129,therapist,therapist.n.01,therapist
29-1129,auriculotherapist,,auriculotherapist
29-1131,linguistic scientist,linguist.n.01,linguistic_scientist
29-1131,geologist,geologist.n.01,geologist
29-1131,cosmographist,cosmographer.n.01,cosmographist
29-1131,cosmographer,cosmographer.n.01,cosmographer
29-1131,computer scientist,computer_scientist.n.01,computer_scientist
29-1131,medical scientist,medical_scientist.n.01,medical_scientist
29-1131,biologist,biologist.n.01,biologist
29-1131,life scientist,biologist.n.01,life_scientist
29-1131,surgeon,surgeon.n.01,surgeon
29-1131,social scientist,social_scientist.n.01,social_scientist
29-1131,chemist,chemist.n.01,chemist
29-1131,research worker,research_worker.n.01,research_worker
29-1131,radiologic technologist,radiologic_technologist.n.01,radiologic_technologist
29-1131,investigator,research_worker.n.01,investigator
29-1131,psychologist,psychologist.n.01,psychologist
29-1131,principal investigator,principal_investigator.n.01,principal_investigator
29-1131,physicist,physicist.n.01,physicist
29-1131,palaeontologist,paleontologist.n.01,palaeontologist
29-1131,paleontologist,paleontologist.n.01,paleontologist
29-1131,oceanographer,oceanographer.n.01,oceanographer
29-1131,mineralogist,mineralogist.n.01,mineralogist
29-1131,microscopist,microscopist.n.01,microscopist
29-1131,etiologist,etiologist.n.01,etiologist
29-1131,mathematician,mathematician.n.01,mathematician
29-1131,researcher,research_worker.n.01,researcher
29-1131,brain surgeon,neurosurgeon.n.01,brain_surgeon
29-1131,operating surgeon,surgeon.n.01,operating_surgeon
29-1131,doctor of veterinary medicine,doctor.n.01 veterinary.a.01 music.n.05,doctor_of_veterinary_medicine
29-1131,public health veterinarian,public.s.02 health.n.02 veterinarian.n.01,public_health_veterinarian
29-1131,poultry pathologist,poultry.n.02 diagnostician.n.01,poultry_pathologist
29-1131,large animal veterinarian,large.s.06 animal.n.01 veterinarian.n.01,large_animal_veterinarian
29-1131,neurosurgeon,neurosurgeon.n.01,neurosurgeon
29-1131,doctor of veterinary medicine,doctor.n.01 veterinary.a.01 music.n.05,doctor_of_veterinary_medicine_(dvm)
29-1131,animal surgeon,animal.n.01 surgeon.n.01,animal_surgeon
29-1131,animal pathologist,animal.s.01 diagnostician.n.01,animal_pathologist
29-1131,small animal veterinarian,little.s.03 animal.n.01 veterinarian.n.01,small_animal_veterinarian
29-1131,cosmetic surgeon,cosmetic_surgeon.n.01,cosmetic_surgeon
29-1131,veterinarian,veterinarian.n.01,veterinarians
29-1131,veterinarian,veterinarian.n.01,veterinarian
29-1131,veterinary surgeon,veterinarian.n.01,veterinary_surgeon
29-1131,cardiologist,cardiologist.n.01,cardiologist
29-1131,pathologist,diagnostician.n.01,pathologist
29-1131,diagnostician,diagnostician.n.01,diagnostician
29-1131,scientist,scientist.n.01,scientist
29-1131,plastic surgeon,cosmetic_surgeon.n.01,plastic_surgeon
29-1131,heart specialist,cardiologist.n.01,heart_specialist
29-1131,heart surgeon,cardiologist.n.01,heart_surgeon
29-1131,radiotherapist,radiologist.n.01,radiotherapist
29-1131,veterinary cardiologist,veterinary.a.01 cardiologist.n.01,veterinary_cardiologist
29-1131,veterinary medicine scientist,veterinary.a.01 music.n.05 scientist.n.01,veterinary_medicine_scientist
29-1131,radiologist,radiologist.n.01,radiologist
29-1141,baby doctor,baby_doctor.n.01,baby_doctor
29-1141,foot doctor,chiropodist.n.01,foot_doctor
29-1141,podiatrist,chiropodist.n.01,podiatrist
29-1141,dermatologist,dermatologist.n.01,dermatologist
29-1141,pathologist,diagnostician.n.01,pathologist
29-1141,midwife,midwife.n.01,midwife
29-1141,obstetrical nurse,obstetric.a.01 nurse.n.01,obstetrical_nurse
29-1141,pediatric registered nurse,pediatric.a.01 register.v.10 nurse.n.01,pediatric_registered_nurse
29-1141,licensed practical nurse,licensed_practical_nurse.n.01,licensed_practical_nurse
29-1141,medical specialist,specialist.n.02,medical_specialist
29-1141,specialist,specialist.n.02,specialist
29-1141,nurse - midwife,nurse-midwife.n.01,nurse-midwife
29-1141,nurse clinician,nurse_practitioner.n.01,nurse_clinician
29-1141,nurse practitioner,nurse_practitioner.n.01,nurse_practitioner
29-1141,foster - nurse,foster-nurse.n.01,foster-nurse
29-1141,oncology registered nurse,oncology.n.01 register.v.10 nurse.n.01,oncology_registered_nurse
29-1141,lpn,licensed_practical_nurse.n.01,lpn
29-1141,clinical nurse specialist,clinical.s.02 nurse.n.01 specialist.n.02,clinical_nurse_specialist
29-1141,pediatrician,baby_doctor.n.01,pediatrician
29-1141,heart surgeon,cardiologist.n.01,heart_surgeon
29-1141,heart specialist,cardiologist.n.01,heart_specialist
29-1141,cardiologist,cardiologist.n.01,cardiologist
29-1141,chiropodist,chiropodist.n.01,chiropodist
29-1141,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1141,anesthetist,anesthesiologist.n.01,anesthetist
29-1141,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1141,pacu nurse,nurse.n.01,pacu_nurse
29-1141,visiting nurse,visiting_nurse.n.01,visiting_nurse
29-1141,student nurse,probationer.n.01,student_nurse
29-1141,graduate nurse,graduate_nurse.n.01,graduate_nurse
29-1141,head nurse,head_nurse.n.01,head_nurse
29-1141,hospice registered nurse,hospice.n.02 register.v.10 nurse.n.01,hospice_registered_nurse
29-1141,endoscopy registered nurse,endoscopy.n.01 register.v.10 nurse.n.01,endoscopy_registered_nurse
29-1141,coronary care unit nurse,coronary.a.01 concern.n.02 whole.n.02 nurse.n.01,coronary_care_unit_nurse
29-1141,community health nurse,residential_district.n.01 health.n.02 nurse.n.01,community_health_nurse
29-1141,scrub nurse,scrub_nurse.n.01,scrub_nurse
29-1141,post - anesthesium care unit nurse,concern.n.02 whole.n.02 nurse.n.01,post-anesthesia_care_unit_nurse
29-1141,triage registered nurse,triage.n.01 register.v.10 nurse.n.01,triage_registered_nurse
29-1141,proctologist,proctologist.n.01,proctologist
29-1141,gynecologist,gynecologist.n.01,gynecologist
29-1141,hematologist,hematologist.n.01,hematologist
29-1141,haematologist,hematologist.n.01,haematologist
29-1141,ophthalmologist,ophthalmologist.n.01,ophthalmologist
29-1141,orthopedist,orthopedist.n.01,orthopedist
29-1141,orthopaedist,orthopedist.n.01,orthopaedist
29-1141,orthoptist,orthoptist.n.01,orthoptist
29-1141,eye doctor,ophthalmologist.n.01,eye_doctor
29-1141,psychiatrist,psychiatrist.n.01,psychiatrist
29-1141,radiologist,radiologist.n.01,radiologist
29-1141,radiotherapist,radiologist.n.01,radiotherapist
29-1141,rheumatologist,rheumatologist.n.01,rheumatologist
29-1141,urologist,urologist.n.01,urologist
29-1141,psychiatric nurse,psychiatric.a.01 nurse.n.01,psychiatric_nurse
29-1141,nurse,nurse.n.01,nurse
29-1141,ccu nurse,nurse.n.01,ccu_nurse
29-1141,radiographer,radiographer.n.01,radiographer
29-1141,oncologist,oncologist.n.01,oncologist
29-1141,hygienist,hygienist.n.01,hygienist
29-1141,obstetrician,obstetrician.n.01,obstetrician
29-1141,registered nurse,registered_nurse.n.01,registered_nurses
29-1141,registered nurse,registered_nurse.n.01,registered_nurse
29-1141,neurologist,neurologist.n.01,neurologist
29-1141,brain doctor,neurologist.n.01,brain_doctor
29-1141,accoucheur,obstetrician.n.01,accoucheur
29-1141,diplomate,diplomate.n.01,diplomate
29-1141,ear specialist,ear_doctor.n.01,ear_specialist
29-1141,ear doctor,ear_doctor.n.01,ear_doctor
29-1141,otologist,ear_doctor.n.01,otologist
29-1141,diagnostician,diagnostician.n.01,diagnostician
29-1141,embryologist,embryologist.n.01,embryologist
29-1141,endocrinologist,endocrinologist.n.01,endocrinologist
29-1141,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
29-1141,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
29-1141,otolaryngologist,ent_man.n.01,otolaryngologist
29-1141,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
29-1141,gerontologist,gerontologist.n.01,gerontologist
29-1141,woman 's s doctor,gynecologist.n.01,woman's_doctor
29-1151,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1151,doctor of nurse anesthesium practice,doctor.n.03 nurse.n.01 anesthesia.n.01 practice.n.05,doctor_of_nurse_anesthesia_practice
29-1151,certified registered nurse anesthetist,license.v.01 registered.a.01 nurse.v.04 anesthesiologist.n.01,certified_registered_nurse_anesthetist
29-1151,certified registered nurse anesthetist,license.v.01 registered.a.01 nurse.v.04 anesthesiologist.n.01,certified_registered_nurse_anesthetist_(crna)
29-1151,anesthetist,anesthesiologist.n.01,anesthetist
29-1151,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1151,nurse anesthetist,nurse.v.04 anesthesiologist.n.01,nurse_anesthetists
29-1161,certified nurse midwife,certified.s.03 nurse.n.01 midwife.n.01,certified_nurse_midwife_(cnm)
29-1161,certified nurse midwife,certified.s.03 nurse.n.01 midwife.n.01,certified_nurse_midwife
29-1161,nurse midwife,nurse.n.01 midwife.n.01,nurse_midwives
29-1161,midwife,midwife.n.01,midwife
29-1171,certified nurse practitioner,certified.s.03 nurse.n.01 practitioner.n.01,certified_nurse_practitioner
29-1171,certified pediatric nurse practitioner,license.v.01 pediatric.a.01 nurse.n.01 practitioner.n.01,certified_pediatric_nurse_practitioner
29-1171,surgical nurse practitioner,surgical.s.03 nurse.n.01 practitioner.n.01,surgical_nurse_practitioner
29-1171,dermatology nurse practitioner,dermatology.n.01 nurse.n.01 practitioner.n.01,dermatology_nurse_practitioner
29-1171,electrophysiology nurse practitioner,nurse.n.01 practitioner.n.01,electrophysiology_nurse_practitioner
29-1171,obstetric - gynecology nurse practitioner,nurse.n.01 practitioner.n.01,obstetrics-gynecology_nurse_practitioner
29-1171,neurosurgical nurse practitioner,nurse.n.01 practitioner.n.01,neurosurgical_nurse_practitioner
29-1171,emergency medicine nurse practitioner,hand_brake.n.01 music.n.05 nurse.n.01 practitioner.n.01,emergency_medicine_nurse_practitioner
29-1171,cardiology nurse practitioner,cardiology.n.01 nurse.n.01 practitioner.n.01,cardiology_nurse_practitioner
29-1171,certified registered nurse practitioner,license.v.01 registered.a.01 nurse.n.01 practitioner.n.01,certified_registered_nurse_practitioner
29-1171,adult nurse practitioner,adult.n.02 nurse.n.01 practitioner.n.01,adult_nurse_practitioner
29-1171,orthopedic nurse practitioner,orthopedic.a.01 nurse.n.01 practitioner.n.01,orthopedic_nurse_practitioner
29-1171,nurse clinician,nurse_practitioner.n.01,nurse_clinician
29-1171,nurse practitioner,nurse_practitioner.n.01,nurse_practitioner
29-1171,nurse practitioner,nurse_practitioner.n.01,nurse_practitioners
29-1171,practitioner,practitioner.n.01,practitioner
29-1171,clinician,clinician.n.01,clinician
29-1171,gongorist,gongorist.n.01,gongorist
29-1171,family health nurse practitioner,syndicate.n.01 health.n.02 nurse.n.01 practitioner.n.01,family_health_nurse_practitioner
29-1171,gastroenterology nurse practitioner,gastroenterology.n.01 nurse.n.01 practitioner.n.01,gastroenterology_nurse_practitioner
29-1171,gerontological nurse practitioner,geriatric.a.02 nurse.n.01 practitioner.n.01,gerontological_nurse_practitioner
29-1171,internal medicine nurse practitioner,internal.s.02 music.n.05 nurse.n.01 practitioner.n.01,internal_medicine_nurse_practitioner
29-1171,practician,practitioner.n.01,practician
29-1171,palliative care nurse practitioner,alleviative.s.01 concern.n.02 nurse.n.01 practitioner.n.01,palliative_care_nurse_practitioner
29-1171,pediatric nurse practitioner,pediatric.a.01 nurse.n.01 practitioner.n.01,pediatric_nurse_practitioner
29-1171,acute care nurse practitioner,acute_accent.n.01 concern.n.02 nurse.v.03 practitioner.n.01,acute_care_nurse_practitioner
29-1181,audiologist,,audiologists
29-1181,herb doctor,herbalist.n.01,herb_doctor
29-1181,physiotherapist,physical_therapist.n.01,physiotherapist
29-1181,hearing therapist,listen.v.02 therapist.n.01,hearing_therapist
29-1181,licensed audiologist,license.v.01,licensed_audiologist
29-1181,pediatric audiologist,pediatric.a.01,pediatric_audiologist
29-1181,therapist,therapist.n.01,therapist
29-1181,chiropractor,chiropractor.n.01,chiropractor
29-1181,curandera,curandera.n.01,curandera
29-1181,electrotherapist,electrotherapist.n.01,electrotherapist
29-1181,herbalist,herbalist.n.01,herbalist
29-1181,physical therapist,physical_therapist.n.01,physical_therapist
29-1181,clinical psychologist,psychotherapist.n.01,clinical_psychologist
29-1181,speech therapist,speech_therapist.n.01,speech_therapist
29-1181,educational audiologist,educational.s.02,educational_audiologist
29-1181,dispensing audiologist,distribute.v.01,dispensing_audiologist
29-1181,clinical audiologist,clinical.s.02,clinical_audiologist
29-1211,ambulatory anesthesiologist,ambulatory.a.01 anesthesiologist.n.01,ambulatory_anesthesiologist
29-1211,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1211,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1211,anaesthesiologist,,anaesthesiologist
29-1211,attending anesthesiologist,serve.v.10 anesthesiologist.n.01,attending_anesthesiologist
29-1211,obstetrical anesthesiologist,obstetric.a.01 anesthesiologist.n.01,obstetrical_anesthesiologist
29-1211,staff anesthetist,staff.n.06 anesthesiologist.n.01,staff_anesthetist
29-1211,anesthetist,anesthesiologist.n.01,anesthetist
29-1211,anesthesiologist,anesthesiologist.n.01,anesthesiologists
29-1212,cardiologist,cardiologist.n.01,cardiologists
29-1212,heart surgeon,cardiologist.n.01,heart_surgeon
29-1212,electrophysiology cardiologist,cardiologist.n.01,electrophysiology_cardiologist
29-1212,interventional cardiologist,cardiologist.n.01,interventional_cardiologist
29-1212,heart specialist,cardiologist.n.01,heart_specialist
29-1212,cardiologist,cardiologist.n.01,cardiologist
29-1213,dermatologist,dermatologist.n.01,dermatologist
